Toss Fair_Probability Biased_Probability
3302 0.521502 0.683222
3303 0.521647 0.683318
3304 0.521489 0.683111
3305 0.521331 0.683207
3306 0.521174 0.683303
3307 0.521016 0.683096
3308 0.520859 0.682890
3309 0.521003 0.682986
3310 0.520846 0.683082
3311 0.520689 0.683177
3312 0.520833 0.683273
3313 0.520676 0.683067
3314 0.520821 0.682861
3315 0.520965 0.682655
3316 0.520808 0.682750
3317 0.520651 0.682544
3318 0.520494 0.682640
3319 0.520337 0.682736
3320 0.520181 0.682831
3321 0.520024 0.682927
3322 0.520169 0.683022
3323 0.520313 0.683118
3324 0.520457 0.683213
3325 0.520301 0.683008
3326 0.520445 0.682802
3327 0.520289 0.682898
3328 0.520433 0.682993
3329 0.520276 0.683088
3330 0.520420 0.683183
3331 0.520264 0.683278
3332 0.520408 0.683073
3333 0.520552 0.682868
3334 0.520396 0.682963
3335 0.520540 0.683058
3336 0.520683 0.683153
3337 0.520527 0.683248
3338 0.520671 0.683343
3339 0.520515 0.683438
3340 0.520359 0.683234
3341 0.520204 0.683328
3342 0.520048 0.683423
3343 0.519892 0.683518
3344 0.520036 0.683313
3345 0.520179 0.683408
3346 0.520024 0.683204
3347 0.519869 0.683298
3348 0.520012 0.683393
3349 0.519857 0.683488
3350 0.519701 0.683582
3351 0.519845 0.683677
3352 0.519988 0.683473
3353 0.520131 0.683567
3354 0.519976 0.683363
3355 0.520119 0.683458
3356 0.520262 0.683552
3357 0.520107 0.683646
3358 0.520250 0.683443
3359 0.520095 0.683537
3360 0.520238 0.683333
3361 0.520083 0.683130
3362 0.519929 0.682927
3363 0.520071 0.682724
3364 0.519917 0.682521
3365 0.520059 0.682615
3366 0.519905 0.682709
3367 0.520048 0.682804
3368 0.519893 0.682898
3369 0.520036 0.682695
3370 0.519881 0.682493
3371 0.520024 0.682587
3372 0.519870 0.682681
3373 0.520012 0.682775
3374 0.520154 0.682869
3375 0.520296 0.682963
3376 0.520438 0.683057
3377 0.520580 0.683151
3378 0.520722 0.682948
3379 0.520568 0.682746
3380 0.520414 0.682544
3381 0.520556 0.682343
3382 0.520698 0.682141
3383 0.520839 0.682235
3384 0.520686 0.682329
3385 0.520532 0.682422
3386 0.520673 0.682516
3387 0.520815 0.682610
3388 0.520956 0.682704
3389 0.520803 0.682502
3390 0.520649 0.682596
3391 0.520495 0.682689
3392 0.520637 0.682488
3393 0.520778 0.682582
3394 0.520919 0.682675
3395 0.521060 0.682769
3396 0.521201 0.682862
3397 0.521048 0.682956
3398 0.521189 0.683049
3399 0.521330 0.682848
3400 0.521471 0.682941
3401 0.521317 0.683034
3402 0.521458 0.683128
3403 0.521305 0.683221
3404 0.521445 0.683314
3405 0.521586 0.683407
3406 0.521726 0.683500
3407 0.521573 0.683593
3408 0.521420 0.683685
3409 0.521561 0.683485
3410 0.521408 0.683578
3411 0.521548 0.683377
3412 0.521688 0.683177
3413 0.521535 0.683270
3414 0.521383 0.683070
3415 0.521230 0.683163
3416 0.521370 0.682963
3417 0.521510 0.683055
3418 0.521650 0.683148
3419 0.521790 0.682948
3420 0.521637 0.683041
3421 0.521777 0.682841
3422 0.521917 0.682934
3423 0.521765 0.683027
3424 0.521904 0.683119
3425 0.521752 0.682920
3426 0.521600 0.683012
3427 0.521447 0.683105
3428 0.521587 0.682905
3429 0.521726 0.682706
3430 0.521574 0.682799
3431 0.521422 0.682891
3432 0.521562 0.682692
3433 0.521410 0.682785
3434 0.521258 0.682877
3435 0.521106 0.682969
3436 0.521246 0.683062
3437 0.521094 0.683154
3438 0.520942 0.683246
3439 0.521082 0.683338
3440 0.520930 0.683140
3441 0.520779 0.683232
3442 0.520628 0.683033
3443 0.520767 0.682835
3444 0.520906 0.682927
3445 0.521045 0.683019
3446 0.521184 0.683111
3447 0.521033 0.682913
3448 0.521172 0.683005
3449 0.521021 0.683097
3450 0.520870 0.683188
3451 0.521008 0.682990
3452 0.520857 0.683082
3453 0.520707 0.683174
3454 0.520556 0.683266
3455 0.520405 0.683357
3456 0.520255 0.683449
3457 0.520393 0.683251
3458 0.520243 0.683054
3459 0.520382 0.682856
3460 0.520231 0.682948
3461 0.520370 0.683040
3462 0.520508 0.683131
3463 0.520647 0.683223
3464 0.520785 0.683314
3465 0.520924 0.683405
3466 0.520773 0.683497
3467 0.520911 0.683300
3468 0.520761 0.683391
3469 0.520611 0.683194
3470 0.520461 0.683285
3471 0.520311 0.683088
3472 0.520449 0.682892
3473 0.520587 0.682983
3474 0.520438 0.683074
3475 0.520576 0.683165
3476 0.520713 0.682969
3477 0.520564 0.683060
3478 0.520414 0.682864
3479 0.520264 0.682955
3480 0.520402 0.683046
3481 0.520253 0.683137
3482 0.520103 0.682941
3483 0.519954 0.683032
3484 0.520092 0.683123
3485 0.520230 0.683214
3486 0.520367 0.683305
3487 0.520505 0.683395
3488 0.520642 0.683486
3489 0.520493 0.683577
3490 0.520344 0.683668
3491 0.520195 0.683758
3492 0.520046 0.683849
3493 0.519897 0.683939
3494 0.520034 0.684030
3495 0.519886 0.684120
3496 0.520023 0.683924
3497 0.520160 0.683729
3498 0.520011 0.683533
3499 0.520149 0.683624
3500 0.520286 0.683714
3501 0.520137 0.683805
3502 0.520274 0.683895
3503 0.520126 0.683985
3504 0.519977 0.684075
3505 0.520114 0.684165
3506 0.519966 0.684256
3507 0.519818 0.684346
3508 0.519954 0.684151
3509 0.519806 0.684241
3510 0.519658 0.684330
3511 0.519510 0.684136
3512 0.519647 0.684226
3513 0.519499 0.684315
3514 0.519351 0.684405
3515 0.519488 0.684211
3516 0.519625 0.684016
3517 0.519477 0.684106
3518 0.519613 0.684196
3519 0.519466 0.684001
3520 0.519318 0.683807
3521 0.519171 0.683613
3522 0.519023 0.683419
3523 0.518876 0.683225
3524 0.519012 0.683314
3525 0.518865 0.683121
3526 0.518718 0.683210
3527 0.518855 0.683300
3528 0.518991 0.683390
3529 0.519127 0.683480
3530 0.518980 0.683569
3531 0.518833 0.683376
3532 0.518969 0.683465
3533 0.519106 0.683555
3534 0.519242 0.683645
3535 0.519095 0.683734
3536 0.518948 0.683824
3537 0.518801 0.683913
3538 0.518655 0.684002
3539 0.518791 0.683809
3540 0.518644 0.683616
3541 0.518498 0.683705
3542 0.518634 0.683512
3543 0.518769 0.683601
3544 0.518623 0.683691
3545 0.518477 0.683498
3546 0.518613 0.683587
3547 0.518466 0.683676
3548 0.518320 0.683766
3549 0.518456 0.683573
3550 0.518592 0.683662
3551 0.518727 0.683751
3552 0.518581 0.683559
3553 0.518435 0.683648
3554 0.518289 0.683737
3555 0.518143 0.683826
3556 0.518279 0.683915
3557 0.518133 0.684003
3558 0.517988 0.684092
3559 0.518123 0.684181
3560 0.517978 0.684270
3561 0.517832 0.684358
3562 0.517967 0.684447
3563 0.517822 0.684255
3564 0.517677 0.684063
3565 0.517532 0.684151
3566 0.517667 0.684240
3567 0.517522 0.684048
3568 0.517657 0.684137
3569 0.517792 0.684225
3570 0.517927 0.684314
3571 0.517782 0.684122
3572 0.517637 0.684211
3573 0.517492 0.684299
3574 0.517348 0.684387
3575 0.517483 0.684476
3576 0.517338 0.684564
3577 0.517473 0.684652
3578 0.517608 0.684740
3579 0.517463 0.684549
3580 0.517318 0.684358
3581 0.517453 0.684446
3582 0.517588 0.684534
3583 0.517443 0.684622
3584 0.517299 0.684710
3585 0.517155 0.684798
3586 0.517289 0.684886
3587 0.517145 0.684974
3588 0.517001 0.685061
3589 0.517136 0.685149
3590 0.517270 0.684958
3591 0.517405 0.684767
3592 0.517261 0.684577
3593 0.517117 0.684386
3594 0.516973 0.684474
3595 0.517107 0.684284
3596 0.516963 0.684372
3597 0.516820 0.684459
3598 0.516954 0.684269
3599 0.516810 0.684357
3600 0.516944 0.684167
3601 0.516801 0.683977
3602 0.516935 0.684064
3603 0.517069 0.684152
3604 0.517203 0.683962
3605 0.517337 0.684050
3606 0.517194 0.684138
3607 0.517050 0.684225
3608 0.517184 0.684313
3609 0.517041 0.684400
3610 0.516898 0.684211
3611 0.516754 0.684298
3612 0.516611 0.684109
3613 0.516745 0.684196
3614 0.516879 0.684283
3615 0.517012 0.684371
3616 0.516869 0.684458
3617 0.516727 0.684545
3618 0.516584 0.684356
3619 0.516441 0.684443
3620 0.516575 0.684530
3621 0.516432 0.684341
3622 0.516565 0.684152
3623 0.516699 0.683964
3624 0.516556 0.684051
3625 0.516690 0.683862
3626 0.516823 0.683949
3627 0.516956 0.683761
3628 0.516814 0.683848
3629 0.516671 0.683935
3630 0.516529 0.683747
3631 0.516662 0.683834
3632 0.516795 0.683921
3633 0.516928 0.684008
3634 0.517061 0.684095
3635 0.516919 0.684182
3636 0.516777 0.684268
3637 0.516635 0.684355
3638 0.516493 0.684442
3639 0.516351 0.684529
3640 0.516484 0.684615
3641 0.516616 0.684702
3642 0.516749 0.684514
3643 0.516607 0.684601
3644 0.516465 0.684687
3645 0.516324 0.684774
3646 0.516182 0.684860
3647 0.516315 0.684947
3648 0.516173 0.685033
3649 0.516306 0.685119
3650 0.516438 0.685205
3651 0.516571 0.685018
3652 0.516703 0.684830
3653 0.516562 0.684643
3654 0.516420 0.684729
3655 0.516553 0.684542
3656 0.516685 0.684628
3657 0.516544 0.684441
3658 0.516402 0.684527
3659 0.516535 0.684613
3660 0.516667 0.684699
3661 0.516799 0.684512
3662 0.516931 0.684326
3663 0.516790 0.684412
3664 0.516648 0.684225
3665 0.516780 0.684038
3666 0.516639 0.684124
3667 0.516499 0.684211
3668 0.516358 0.684297
3669 0.516490 0.684383
3670 0.516621 0.684469
3671 0.516753 0.684282
3672 0.516612 0.684096
3673 0.516472 0.683910
3674 0.516331 0.683996
3675 0.516190 0.683810
3676 0.516322 0.683896
3677 0.516182 0.683710
3678 0.516313 0.683796
3679 0.516445 0.683881
3680 0.516576 0.683967
3681 0.516707 0.684053
3682 0.516839 0.684139
3683 0.516698 0.684225
3684 0.516558 0.684039
3685 0.516418 0.683853
3686 0.516549 0.683939
3687 0.516409 0.684025
3688 0.516269 0.684111
3689 0.516129 0.684196
3690 0.516260 0.684011
3691 0.516120 0.684096
3692 0.516251 0.683911
3693 0.516382 0.683997
3694 0.516243 0.684082
3695 0.516373 0.684168
3696 0.516504 0.684253
3697 0.516635 0.684339
3698 0.516766 0.684424
3699 0.516626 0.684239
3700 0.516757 0.684054
3701 0.516617 0.683869
3702 0.516478 0.683684
3703 0.516608 0.683770
3704 0.516469 0.683855
3705 0.516329 0.683671
3706 0.516190 0.683756
3707 0.516320 0.683841
3708 0.516451 0.683657
3709 0.516581 0.683473
3710 0.516442 0.683558
3711 0.516303 0.683643
3712 0.516433 0.683728
3713 0.516294 0.683814
3714 0.516155 0.683899
3715 0.516285 0.683984
3716 0.516146 0.683800
3717 0.516277 0.683885
3718 0.516138 0.683970
3719 0.516268 0.683786
3720 0.516129 0.683871
3721 0.516259 0.683687
3722 0.516389 0.683772
3723 0.516250 0.683589
3724 0.516112 0.683405
3725 0.516242 0.683490
3726 0.516371 0.683575
3727 0.516501 0.683660
3728 0.516631 0.683745
3729 0.516761 0.683829
3730 0.516890 0.683646
3731 0.516752 0.683731
3732 0.516881 0.683816
3733 0.517010 0.683900
3734 0.516872 0.683985
3735 0.517001 0.684070
3736 0.516863 0.684154
3737 0.516992 0.683971
3738 0.516854 0.684056
3739 0.516983 0.683873
3740 0.516845 0.683957
3741 0.516707 0.684042
3742 0.516569 0.684126
3743 0.516431 0.684211
3744 0.516293 0.684028
3745 0.516155 0.683845
3746 0.516017 0.683930
3747 0.515879 0.684014
3748 0.515742 0.684098
3749 0.515871 0.684182
3750 0.516000 0.684267
3751 0.515862 0.684084
3752 0.515725 0.684168
3753 0.515588 0.684253
3754 0.515717 0.684337
3755 0.515579 0.684154
3756 0.515708 0.683972
3757 0.515837 0.684056
3758 0.515700 0.683874
3759 0.515563 0.683958
3760 0.515691 0.683777
3761 0.515554 0.683595
3762 0.515683 0.683679
3763 0.515812 0.683763
3764 0.515675 0.683847
3765 0.515803 0.683665
3766 0.515932 0.683749
3767 0.516061 0.683833
3768 0.515924 0.683917
3769 0.516052 0.683736
3770 0.515915 0.683820
3771 0.515778 0.683903
3772 0.515642 0.683722
3773 0.515770 0.683541
3774 0.515898 0.683360
3775 0.516026 0.683444
3776 0.515890 0.683528
3777 0.516018 0.683611
3778 0.515881 0.683430
3779 0.515745 0.683514
3780 0.515608 0.683598
3781 0.515472 0.683417
3782 0.515600 0.683501
3783 0.515728 0.683584
3784 0.515856 0.683668
3785 0.515984 0.683752
3786 0.516112 0.683835
3787 0.515976 0.683655
3788 0.516103 0.683738
3789 0.516231 0.683822
3790 0.516095 0.683905
3791 0.515959 0.683725
3792 0.515823 0.683808
3793 0.515687 0.683891
3794 0.515551 0.683975
3795 0.515679 0.683794
3796 0.515543 0.683614
3797 0.515670 0.683698
3798 0.515798 0.683518
3799 0.515662 0.683601
3800 0.515789 0.683421
3801 0.515654 0.683241
3802 0.515518 0.683062
3803 0.515383 0.682882
3804 0.515510 0.682965
3805 0.515637 0.683049
3806 0.515765 0.682869
3807 0.515629 0.682952
3808 0.515756 0.683036
3809 0.515883 0.683119
3810 0.516010 0.683202
3811 0.515875 0.683285
3812 0.516002 0.683368
3813 0.516129 0.683451
3814 0.516256 0.683272
3815 0.516383 0.683355
3816 0.516509 0.683438
3817 0.516374 0.683259
3818 0.516239 0.683080
3819 0.516104 0.683163
3820 0.515969 0.683246
3821 0.515834 0.683329
3822 0.515699 0.683412
3823 0.515564 0.683233
3824 0.515429 0.683054
3825 0.515556 0.682876
3826 0.515421 0.682959
3827 0.515286 0.682780
3828 0.515413 0.682863
3829 0.515539 0.682946
3830 0.515666 0.683029
3831 0.515531 0.683111
3832 0.515658 0.683194
3833 0.515523 0.683277
3834 0.515649 0.683359
3835 0.515776 0.683442
3836 0.515902 0.683525
3837 0.516028 0.683607
3838 0.516154 0.683689
3839 0.516280 0.683772
3840 0.516406 0.683594
3841 0.516532 0.683676
3842 0.516658 0.683758
3843 0.516524 0.683841
3844 0.516389 0.683923
3845 0.516515 0.684005
3846 0.516641 0.684087
3847 0.516766 0.683910
3848 0.516632 0.683992
3849 0.516498 0.684074
3850 0.516364 0.683896
3851 0.516489 0.683719
3852 0.516355 0.683801
3853 0.516481 0.683623
3854 0.516347 0.683705
3855 0.516472 0.683528
3856 0.516338 0.683610
3857 0.516464 0.683692
3858 0.516589 0.683774
3859 0.516455 0.683856
3860 0.516321 0.683938
3861 0.516188 0.684020
3862 0.516054 0.683843
3863 0.516179 0.683666
3864 0.516046 0.683747
3865 0.516171 0.683829
3866 0.516037 0.683652
3867 0.516162 0.683734
3868 0.516287 0.683816
3869 0.516413 0.683639
3870 0.516279 0.683721
3871 0.516404 0.683803
3872 0.516529 0.683884
3873 0.516396 0.683966
3874 0.516262 0.684047
3875 0.516129 0.684129
3876 0.516254 0.684211
3877 0.516121 0.684292
3878 0.515988 0.684373
3879 0.516112 0.684455
3880 0.516237 0.684536
3881 0.516104 0.684617
3882 0.516229 0.684441
3883 0.516096 0.684265
3884 0.515963 0.684346
3885 0.515830 0.684427
3886 0.515955 0.684508
3887 0.515822 0.684332
3888 0.515689 0.684156
3889 0.515557 0.684238
3890 0.515424 0.684319
3891 0.515549 0.684400
3892 0.515673 0.684481
3893 0.515541 0.684305
3894 0.515408 0.684386
3895 0.515533 0.684467
3896 0.515657 0.684292
3897 0.515525 0.684373
3898 0.515649 0.684454
3899 0.515773 0.684278
3900 0.515897 0.684359
3901 0.516022 0.684440
3902 0.515889 0.684264
3903 0.516013 0.684089
3904 0.516137 0.683914
3905 0.516005 0.683995
3906 0.515873 0.684076
3907 0.515997 0.684157
3908 0.515865 0.683982
3909 0.515733 0.683807
3910 0.515601 0.683632
3911 0.515725 0.683713
3912 0.515849 0.683793
3913 0.515717 0.683874
3914 0.515841 0.683955
3915 0.515964 0.684036
3916 0.516088 0.683861
3917 0.516211 0.683686
3918 0.516080 0.683512
3919 0.516203 0.683593
3920 0.516071 0.683673
3921 0.515940 0.683754
3922 0.516063 0.683580
3923 0.516187 0.683406
3924 0.516055 0.683486
3925 0.516178 0.683567
3926 0.516302 0.683393
3927 0.516170 0.683473
3928 0.516293 0.683554
3929 0.516416 0.683635
3930 0.516285 0.683715
3931 0.516408 0.683541
3932 0.516277 0.683622
3933 0.516400 0.683448
3934 0.516523 0.683528
3935 0.516645 0.683355
3936 0.516514 0.683435
3937 0.516637 0.683261
3938 0.516760 0.683088
3939 0.516882 0.683168
3940 0.516751 0.683249
3941 0.516620 0.683075
3942 0.516743 0.683156
3943 0.516612 0.683236
3944 0.516481 0.683316
3945 0.516350 0.683397
3946 0.516219 0.683477
3947 0.516088 0.683304
3948 0.516211 0.683384
3949 0.516333 0.683464
3950 0.516456 0.683544
3951 0.516325 0.683624
3952 0.516447 0.683704
3953 0.516317 0.683784
3954 0.516439 0.683864
3955 0.516561 0.683944
3956 0.516431 0.683771
3957 0.516553 0.683851
3958 0.516422 0.683931
3959 0.516292 0.683759
3960 0.516414 0.683838
3961 0.516536 0.683918
3962 0.516406 0.683746
3963 0.516276 0.683825
3964 0.516145 0.683905
3965 0.516015 0.683985
3966 0.515885 0.683812
3967 0.516007 0.683640
3968 0.516129 0.683468
3969 0.515999 0.683296
3970 0.516121 0.683375
3971 0.516243 0.683455
3972 0.516365 0.683535
3973 0.516486 0.683614
3974 0.516608 0.683694
3975 0.516730 0.683522
3976 0.516600 0.683602
3977 0.516721 0.683430
3978 0.516591 0.683509
3979 0.516461 0.683589
3980 0.516332 0.683417
3981 0.516453 0.683245
3982 0.516323 0.683325
3983 0.516445 0.683404
3984 0.516315 0.683484
3985 0.516186 0.683563
3986 0.516307 0.683643
3987 0.516428 0.683722
3988 0.516299 0.683801
3989 0.516169 0.683630
3990 0.516291 0.683709
3991 0.516161 0.683789
3992 0.516283 0.683617
3993 0.516153 0.683696
3994 0.516024 0.683776
3995 0.516145 0.683605
3996 0.516266 0.683433
3997 0.516387 0.683262
3998 0.516258 0.683342
3999 0.516129 0.683421
4000 0.516000 0.683500
4001 0.516121 0.683329
4002 0.516242 0.683408
4003 0.516113 0.683487
4004 0.515984 0.683566
4005 0.516105 0.683645
4006 0.515976 0.683724
4007 0.515847 0.683554
4008 0.515719 0.683383
4009 0.515590 0.683462
4010 0.515461 0.683541
4011 0.515333 0.683620
4012 0.515454 0.683450
4013 0.515574 0.683529
4014 0.515446 0.683358
4015 0.515567 0.683188
4016 0.515687 0.683018
4017 0.515559 0.683097
4018 0.515679 0.682927
4019 0.515800 0.683006
4020 0.515672 0.683085
4021 0.515543 0.683163
4022 0.515664 0.683242
4023 0.515536 0.683321
4024 0.515656 0.683400
4025 0.515528 0.683478
4026 0.515400 0.683557
4027 0.515272 0.683635
4028 0.515392 0.683714
4029 0.515513 0.683544
4030 0.515633 0.683623
4031 0.515753 0.683701
4032 0.515873 0.683780
4033 0.515993 0.683858
4034 0.516113 0.683689
4035 0.516233 0.683519
4036 0.516105 0.683598
4037 0.515977 0.683428
4038 0.515849 0.683259
4039 0.515969 0.683090
4040 0.516089 0.682921
4041 0.516209 0.682752
4042 0.516081 0.682830
4043 0.515953 0.682909
4044 0.516073 0.682987
4045 0.515946 0.682818
4046 0.516065 0.682650
4047 0.516185 0.682728
4048 0.516057 0.682806
4049 0.516177 0.682885
4050 0.516296 0.682716
4051 0.516169 0.682548
4052 0.516288 0.682626
4053 0.516161 0.682704
4054 0.516280 0.682536
4055 0.516400 0.682614
4056 0.516519 0.682446
4057 0.516638 0.682524
4058 0.516511 0.682602
4059 0.516630 0.682680
4060 0.516502 0.682759
4061 0.516375 0.682590
4062 0.516494 0.682422
4063 0.516367 0.682501
4064 0.516486 0.682579
4065 0.516605 0.682411
4066 0.516724 0.682489
4067 0.516843 0.682321
4068 0.516716 0.682399
4069 0.516835 0.682477
4070 0.516708 0.682555
4071 0.516826 0.682633
4072 0.516945 0.682711
4073 0.516818 0.682789
4074 0.516937 0.682867
4075 0.516810 0.682945
4076 0.516683 0.682777
4077 0.516556 0.682855
4078 0.516675 0.682933
4079 0.516793 0.683011
4080 0.516667 0.683088
4081 0.516540 0.683166
4082 0.516414 0.683244
4083 0.516532 0.683321
4084 0.516650 0.683399
4085 0.516524 0.683476
4086 0.516642 0.683309
4087 0.516760 0.683386
4088 0.516634 0.683464
4089 0.516752 0.683297
4090 0.516870 0.683374
4091 0.516744 0.683451
4092 0.516618 0.683529
4093 0.516492 0.683362
4094 0.516610 0.683195
4095 0.516728 0.683028
4096 0.516602 0.683105
4097 0.516720 0.682939
4098 0.516593 0.682772
4099 0.516711 0.682849
4100 0.516829 0.682927
4101 0.516947 0.683004
4102 0.516821 0.682838
4103 0.516939 0.682915
4104 0.516813 0.682992
4105 0.516687 0.683069
4106 0.516805 0.683147
4107 0.516922 0.683224
4108 0.516796 0.683057
4109 0.516914 0.683135
4110 0.516788 0.682968
4111 0.516906 0.683045
4112 0.516780 0.683123
4113 0.516898 0.683200
4114 0.516772 0.683277
4115 0.516646 0.683111
4116 0.516521 0.683188
4117 0.516638 0.683022
4118 0.516756 0.682856
4119 0.516630 0.682933
4120 0.516748 0.683010
4121 0.516622 0.683087
4122 0.516497 0.683164
4123 0.516372 0.682998
4124 0.516246 0.682832
4125 0.516121 0.682667
4126 0.515996 0.682744
4127 0.515871 0.682820
4128 0.515746 0.682897
4129 0.515863 0.682974
4130 0.515981 0.683051
4131 0.515856 0.683128
4132 0.515731 0.683204
4133 0.515606 0.683039
4134 0.515481 0.683116
4135 0.515599 0.683192
4136 0.515716 0.683269
4137 0.515591 0.683345
4138 0.515466 0.683422
4139 0.515342 0.683257
4140 0.515217 0.683333
4141 0.515093 0.683410
4142 0.514969 0.683486
4143 0.514844 0.683563
4144 0.514720 0.683639
4145 0.514837 0.683715
4146 0.514954 0.683792
4147 0.514830 0.683868
4148 0.514947 0.683944
4149 0.515064 0.683779
4150 0.514940 0.683855
4151 0.514816 0.683932
4152 0.514692 0.684008
4153 0.514809 0.683843
4154 0.514925 0.683919
4155 0.514801 0.683995
4156 0.514678 0.684071
4157 0.514554 0.684147
4158 0.514430 0.683983
4159 0.514306 0.684059
4160 0.514423 0.684135
4161 0.514299 0.684211
4162 0.514176 0.684286
4163 0.514052 0.684122
4164 0.513929 0.684198
4165 0.513806 0.684274
4166 0.513922 0.684109
4167 0.514039 0.684185
4168 0.513916 0.684261
4169 0.513792 0.684097
4170 0.513669 0.684173
4171 0.513786 0.684248
4172 0.513902 0.684084
4173 0.513779 0.684160
4174 0.513896 0.684236
4175 0.514012 0.684311
4176 0.513889 0.684148
4177 0.513766 0.684223
4178 0.513882 0.684299
4179 0.513999 0.684374
4180 0.514115 0.684211
4181 0.513992 0.684047
4182 0.514108 0.684122
4183 0.514224 0.684198
4184 0.514101 0.684273
4185 0.513978 0.684110
4186 0.513856 0.684185
4187 0.513733 0.684022
4188 0.513849 0.683859
4189 0.513965 0.683934
4190 0.514081 0.684010
4191 0.513958 0.684085
4192 0.514074 0.684160
4193 0.514190 0.684236
4194 0.514306 0.684072
4195 0.514422 0.684148
4196 0.514538 0.684223
4197 0.514415 0.684298
4198 0.514293 0.684374
4199 0.514170 0.684211
4200 0.514048 0.684286
4201 0.513925 0.684361
4202 0.514041 0.684436
4203 0.513919 0.684511
4204 0.514034 0.684348
4205 0.514150 0.684423
4206 0.514028 0.684498
4207 0.513905 0.684336
4208 0.514021 0.684411
4209 0.513899 0.684248
4210 0.513777 0.684323
4211 0.513892 0.684398
4212 0.514008 0.684473
4213 0.513886 0.684548
4214 0.513764 0.684623
4215 0.513879 0.684698
4216 0.513994 0.684772
4217 0.513872 0.684847
4218 0.513751 0.684922
4219 0.513866 0.684759
4220 0.513981 0.684834
4221 0.513859 0.684909
4222 0.513738 0.684983
4223 0.513853 0.685058
4224 0.513731 0.684896
4225 0.513609 0.684970
4226 0.513725 0.685045
4227 0.513603 0.684883
4228 0.513718 0.684721
4229 0.513597 0.684559
4230 0.513712 0.684634
4231 0.513827 0.684708
4232 0.513705 0.684783
4233 0.513820 0.684621
4234 0.513935 0.684459
4235 0.513813 0.684534
4236 0.513692 0.684608
4237 0.513807 0.684683
4238 0.513922 0.684521
4239 0.513800 0.684595
4240 0.513679 0.684670
4241 0.513558 0.684744
4242 0.513437 0.684818
4243 0.513316 0.684657
4244 0.513195 0.684496
4245 0.513310 0.684335
4246 0.513424 0.684173
4247 0.513539 0.684248
4248 0.513653 0.684322
4249 0.513533 0.684161
4250 0.513412 0.684235
4251 0.513291 0.684074
4252 0.513170 0.683913
4253 0.513285 0.683753
4254 0.513164 0.683827
4255 0.513278 0.683666
4256 0.513393 0.683741
4257 0.513507 0.683580
4258 0.513621 0.683654
4259 0.513501 0.683729
4260 0.513615 0.683803
4261 0.513729 0.683642
4262 0.513843 0.683717
4263 0.513723 0.683556
4264 0.513602 0.683630
4265 0.513482 0.683705
4266 0.513596 0.683779
4267 0.513476 0.683618
4268 0.513590 0.683693
4269 0.513703 0.683767
4270 0.513817 0.683607
4271 0.513931 0.683446
4272 0.514045 0.683287
4273 0.514159 0.683361
4274 0.514038 0.683435
4275 0.513918 0.683509
4276 0.514032 0.683583
4277 0.514145 0.683657
4278 0.514259 0.683497
4279 0.514373 0.683571
4280 0.514252 0.683645
4281 0.514132 0.683719
4282 0.514012 0.683559
4283 0.514126 0.683633
4284 0.514006 0.683707
4285 0.513886 0.683781
4286 0.513766 0.683854
4287 0.513646 0.683928
4288 0.513526 0.684002
4289 0.513640 0.684076
4290 0.513753 0.684149
4291 0.513866 0.684223
4292 0.513979 0.684296
4293 0.513860 0.684137
4294 0.513740 0.684211
4295 0.513853 0.684284
4296 0.513734 0.684358
4297 0.513847 0.684431
4298 0.513960 0.684272
4299 0.513840 0.684345
4300 0.513953 0.684419
4301 0.513834 0.684259
4302 0.513715 0.684333
4303 0.513828 0.684174
4304 0.513941 0.684015
4305 0.513821 0.683856
4306 0.513702 0.683929
4307 0.513815 0.684003
4308 0.513928 0.684076
4309 0.514040 0.684149
4310 0.513921 0.684223
4311 0.513802 0.684064
4312 0.513683 0.683905
4313 0.513564 0.683747
4314 0.513445 0.683820
4315 0.513326 0.683662
4316 0.513438 0.683735
4317 0.513551 0.683808
4318 0.513664 0.683881
4319 0.513776 0.683955
4320 0.513657 0.684028
4321 0.513539 0.684101
4322 0.513420 0.683943
4323 0.513532 0.683784
4324 0.513414 0.683626
4325 0.513526 0.683699
4326 0.513407 0.683541
4327 0.513520 0.683383
4328 0.513632 0.683457
4329 0.513514 0.683530
4330 0.513395 0.683603
4331 0.513507 0.683676
4332 0.513620 0.683749
4333 0.513732 0.683591
4334 0.513613 0.683664
4335 0.513725 0.683737
4336 0.513607 0.683810
4337 0.513719 0.683883
4338 0.513831 0.683956
4339 0.513713 0.684029
4340 0.513594 0.684101
4341 0.513707 0.683944
4342 0.513819 0.683786
4343 0.513700 0.683859
4344 0.513812 0.683932
4345 0.513694 0.684005
4346 0.513806 0.684077
4347 0.513688 0.684150
4348 0.513799 0.683993
4349 0.513911 0.684065
4350 0.513793 0.684138
4351 0.513675 0.684211
4352 0.513557 0.684053
4353 0.513439 0.683896
4354 0.513321 0.683969
4355 0.513433 0.684041
4356 0.513545 0.684114
4357 0.513427 0.683957
4358 0.513538 0.684029
4359 0.513650 0.684102
4360 0.513532 0.683945
4361 0.513414 0.684017
4362 0.513297 0.684090
4363 0.513408 0.684162
4364 0.513291 0.684235
4365 0.513402 0.684078
4366 0.513514 0.684150
4367 0.513396 0.684223
4368 0.513278 0.684066
4369 0.513161 0.684138
4370 0.513043 0.684211
4371 0.513155 0.684283
4372 0.513266 0.684355
4373 0.513378 0.684427
4374 0.513489 0.684499
4375 0.513600 0.684571
4376 0.513483 0.684415
